1329565263 1 0 0 0 0
1329565835 2 0 0 0 0
1329567792 3 0 0 0 0
1329568911 3 1 0 0 0
1329569085 4 1 0 0 0
1329569110 5 1 0 0 0
1329569986 6 1 0 0 0
1329573769 7 1 0 0 0
1329574816 8 1 0 0 0
1329574888 8 2 0 0 0
1329574958 9 2 0 0 0
1329574995 9 3 0 0 0
1329575018 9 4 0 0 0
1329575683 10 4 0 0 0
1329575777 11 4 0 0 0
1329576163 11 5 0 0 0
1329576205 11 6 0 0 0
1329576889 12 6 0 0 0
1329576905 13 6 0 0 0
1329577752 14 6 0 0 0
1329578080 15 6 0 0 0
1329578710 15 7 0 0 0
1329578868 16 7 0 0 0
1329579360 16 8 0 0 0
1329579530 16 9 0 0 0
1329580013 16 10 0 0 0
1329580192 16 11 0 0 0
1329581019 16 11 1 0 0
1329581215 17 11 1 0 0
1329581288 18 11 1 0 0
1329581318 18 12 1 0 0
1329581518 18 13 1 0 0
1329581562 18 13 2 0 0
1329581582 19 13 2 0 0
1329581632 19 14 2 0 0
1329581752 20 14 2 0 0
1329581958 21 14 2 0 0
1329582881 22 14 2 0 0
1329582990 22 15 2 0 0
1329583082 22 16 2 0 0
1329583516 22 16 3 0 0
1329583616 23 16 3 0 0
1329583632 24 16 3 0 0
1329584211 24 17 3 0 0
1329584234 24 18 3 0 0
1329584367 24 19 3 0 0
1329586004 25 19 3 0 0
1329586394 26 19 3 0 0
1329586463 27 19 3 0 0
1329586592 28 19 3 0 0
1329587145 29 19 3 0 0
1329587811 29 20 3 0 0
1329587869 29 21 3 0 0
1329589832 30 21 3 0 0
1329590182 31 21 3 0 0
1329590760 31 21 4 0 0
1329590861 31 21 5 0 0
1329592005 32 21 5 0 0
1329592617 33 21 5 0 0
1329592626 34 21 5 0 0
1329599468 35 21 5 0 0
1329600411 36 21 5 0 0
1329601252 37 21 5 0 0
1329602297 38 21 5 0 0
1329603436 38 22 5 0 0
1329603590 38 22 6 0 0
1329603728 39 22 6 0 0
1329603766 39 22 7 0 0
1329603832 39 22 8 0 0
1329603877 40 22 8 0 0
1329603891 41 22 8 0 0
1329603957 41 23 8 0 0
1329603977 41 24 8 0 0
1329604246 42 24 8 0 0
1329604316 43 24 8 0 0
1329605609 44 24 8 0 0
1329606029 44 25 8 0 0
1329606052 44 26 8 0 0
1329606369 45 26 8 0 0
1329606390 46 26 8 0 0
1329606804 46 26 9 0 0
1329608394 47 26 9 0 0
1329611561 47 26 10 0 0
1329611892 47 26 11 0 0
1329612849 47 26 11 1 0
1329638946 47 27 11 1 0
1329640159 47 27 12 1 0
1329640981 47 27 12 2 0
1329640997 47 27 13 3 0
1329641038 48 27 13 3 0
1329641129 49 27 13 3 0
1329641673 50 27 13 3 0
1329641787 50 27 14 3 0
1329641818 50 27 15 3 0
1329642010 50 28 15 3 0
1329642050 50 29 15 3 0
1329642878 51 29 15 3 0
1329642884 51 30 15 3 0
1329643072 51 30 16 3 0
1329643252 51 30 17 3 0
1329643276 52 30 17 3 0
1329643328 53 30 17 3 0
1329643387 54 30 17 3 0
1329644469 54 30 17 4 0
1329644874 54 30 17 5 0
1329644887 54 30 17 6 0
1329644999 57 33 17 7 0
1329645219 57 34 17 7 0
1329645234 57 35 17 7 0
1329645611 57 36 17 7 0
1329645750 57 36 18 7 0
1329645970 57 36 19 7 0
1329647236 58 36 19 7 0
1329647247 58 37 19 7 0
1329647248 59 37 19 7 0
1329647263 59 38 19 7 0
1329647319 59 39 19 7 0
1329648880 59 39 19 8 0
1329649124 59 39 19 9 0
1329649223 60 39 19 10 0
1329649557 60 39 20 10 0
1329649637 60 39 21 10 0
1329649991 61 39 21 10 0
1329650007 62 39 21 10 0
1329650082 62 39 22 10 0
1329650111 62 39 23 10 0
1329650700 62 39 24 10 0
1329651923 62 39 24 11 0
1329652274 62 39 24 12 0
1329652390 63 41 24 13 0
1329653120 64 41 24 13 0
1329654610 65 41 24 13 0
1329655058 65 42 24 13 0
1329655113 65 43 24 13 0
1329656205 66 43 24 13 0
1329657238 66 43 24 14 0
1329657246 68 43 25 15 0
1329657851 68 43 25 16 0
1329657857 70 43 27 17 0
1329658287 70 43 27 18 0
1329658862 70 43 27 19 0
1329658869 72 45 30 20 4
1329659364 73 45 30 20 4
1329659380 74 45 30 20 4
1329659648 75 45 30 20 4
1329659670 75 45 31 20 4
1329659685 75 45 32 20 4
1329661131 75 46 32 20 4
1329661158 75 47 32 20 4
1329661344 75 47 33 20 4
1329662797 75 47 33 21 4
1329662824 77 49 36 22 4
1329663059 77 49 36 23 4
1329664179 77 49 36 24 4
1329664191 80 49 38 25 4
1329664675 80 49 38 26 4
1329664723 81 50 38 27 4
1329669658 81 50 38 27 5
1329669662 81 50 38 27 6
1329669768 81 50 38 27 7
